	AL	AM	AT	AZ	BA	BE	BG	BY	CH	CY	CZ	DE	DK	EE	ES	FI	FR	GB	GE	GR	HR	HU	IE	IS	IT	KG	KZ	LT	LU	LV	MD	ME	MK	MT	NL	NO	PL	PT	RO	RS	RU	SE	SI	SK	TJ	TM	TR	UA	UZ	ATL	BAS	BLS	MED	NOS	AST	NOA	BIC	DMS	VOL	SUM	EXC	EU	
emis	142.999211648128	115.21333154538299	542.3193295287339	611.746943223358	152.62135281989598	586.212634346493	346.437211830174	891.0140318567959	462.118925263848	69.4660624070094	596.1692864376429	5273.51372110239	631.8514935273141	87.99823802403638	3636.76646744784	297.199103074928	5031.400471733511	2153.3829685240303	307.156489675725	537.8133890736971	229.95144635614403	580.431044926272	941.267836107421	38.9434379110485	2939.62207058632	253.83811830036004	876.7982399550361	307.156072063417	48.0881826575627	135.418158285665	160.59132720567098	29.5423572221594	84.9988709120063	12.608943234765901	1037.07569184346	248.90325045642297	2458.70766990904	479.633620665538	1366.08085672139	738.0660269534429	9100.240622532148	449.19125465746805	153.14296150723797	236.44616125899202	264.677723770845	587.920385083963	6021.57240189648	1987.02136538843	1579.28647928613	nan	nan	nan	nan	nan	21013.5384367354	2964.5510845359	nan	nan	nan	79798.7127620171	55820.6232407458	29011.9693793145	
AL	53.38248372362119	0.000770036601930236	0.5236906110518563	0.003919325995222587	0.79483285093845	0.06356792704720678	0.8494380986063989	0.10428872298267866	0.21232471052881494	0.006475471538554472	0.45436727276752226	1.2507898801916675	0.05128744629607316	0.003601605154263827	3.561225619693652	0.007987091917145354	1.68449397329094	0.12688858257722066	0.0055735741608700165	5.323112852335788	0.6303398838829016	1.0982624855837437	0.03365783399302951	0.0005091216670662148	11.48575536405414	4.662698020815553e-05	0.011749121637467363	0.02631755381752873	0.007183960093962692	0.007899003132544019	0.09322624096669202	1.0813133951148821	1.2852283515004357	0.061569396423893086	0.10698730285564856	0.007687029672998974	0.6388378570964327	0.1770488688365753	1.5386031003895473	8.466546904959435	0.5039377005801264	0.027758588455084363	0.19086192883355413	0.2988573582361569	3.113052888644447e-05	0.0017013183710808332	0.7448591017530641	0.6536572330984486	0.0033898483648844863	nan	nan	nan	nan	nan	0.027876323543886947	2.948790913349003	nan	nan	nan	107.41120609793371	100.98191014377123	31.563179581012776	
AM	0.021255874341669315	44.427326104450934	0.013782046107071491	21.894568436696854	0.010721846784489375	0.0035411333420289856	0.0531117715092203	0.03248042434768151	0.009857945841490337	0.2761908877398384	0.01234193243729965	0.05949030563665799	0.005057081877336521	0.0013112913462193225	0.11713562658001657	0.0030320621853528254	0.05258950597855586	0.00788121905805676	4.970205771198883	0.21114875951869536	0.010018598001951004	0.022897247186373954	0.0022963054349289884	0.00012740590751075071	0.1673475476482257	0.00062417397287743	0.09665578217490707	0.006094325490040151	0.0004158189973751244	0.0021729724654461816	0.016676015104578296	0.0031415018984152134	0.014871159659685274	0.0014895858387686065	0.006106735797218765	0.0012559829769374705	0.06043721516921488	0.008392601911750957	0.11304586812742223	0.06692502651931705	1.2468421711554358	0.003807258097484933	0.004216561847490894	0.007463741626447292	0.0006369887830719444	0.5542580757260251	53.79420128937306	0.22558164019697902	0.26312497232219195	nan	nan	nan	nan	nan	25.291943444082637	0.9381694870445711	nan	nan	nan	133.5730795240841	106.1618311323491	1.2776041124202668	
AT	0.14742644710746314	0.0008087155366434414	248.01805984643522	0.004188780022536202	1.0004671378263728	2.803167687283647	0.4280174961625023	0.7389928317131279	21.00128208840781	0.0019385887607169014	24.45798049760742	145.92851854830442	1.114955564830945	0.03719543513414023	5.468043739472751	0.06321048228765656	25.145690250442925	3.1694009250566633	0.004909541241212788	0.2440869184952513	4.599629581241714	9.459104956098711	0.6492862857210177	0.00789873815042454	42.070893195145466	8.408291283142442e-05	0.02781029843465369	0.2222882697797658	0.5024701656321425	0.07345047029488684	0.12882395135289154	0.05709388801075042	0.10265329150010755	0.006654833878065147	4.938299784842581	0.15906444641253334	9.274030778415431	0.3732648932422296	2.7830625493300505	3.9755369900755166	1.267982529436279	0.4016799086975107	11.938932986428718	3.880922223168788	6.17680535635928e-05	0.0041810400689348	0.22666687633375449	1.843000922794355	0.012092654759774814	nan	nan	nan	nan	nan	0.017058873055737774	1.1829807414646463	nan	nan	nan	597.1171212627955	573.7322384585709	519.5900241649396	
AZ	0.030492141312478276	12.532135270584098	0.03040757376518456	260.2188556130514	0.0177241826294989	0.012977848987092306	0.09736544935914608	0.22709449577680407	0.0177669583934426	0.31557726795229296	0.03897811543920542	0.22267743548307664	0.02370693704962615	0.008594673275508925	0.15772251757005273	0.018854797706302898	0.09706914799871784	0.030610001622070476	15.879032597662814	0.2852603526725555	0.01863493324953663	0.05431835632438193	0.007912268686525866	0.0003904067822764843	0.24679227257825143	0.007944585689745128	0.7836427108957716	0.04326862268022027	0.0010810597025836372	0.014733530298693195	0.057118165051457004	0.0049955427543452125	0.02295741453435039	0.0019546098611441147	0.024988785111758473	0.005812562937311209	0.3205257800917713	0.011459069363253334	0.29320126200286595	0.11685548637757885	18.740898732259193	0.018706613739996016	0.008837165733592516	0.021834586826189214	0.015122555678848565	4.832747206484658	45.73348215836924	1.3811083103885526	2.3302559450728153	nan	nan	nan	nan	nan	61.2690081844869	1.2676102251182901	nan	nan	nan	370.6627765834969	304.29568360432825	2.4703440367873157	
BA	1.0228265522742575	0.0009920665971013432	4.930728965520676	0.004556556104697934	57.822725455427616	0.31668773490072116	1.0553528823934426	0.5132402666121637	0.8087668357492247	0.0036551819253448745	5.494972695861172	10.093227067772338	0.3762647966109785	0.014906764113924303	6.32512647539387	0.034147475523032024	4.17593587220082	0.6138470603186854	0.006790435800649604	0.8575252211106897	16.25149894471924	12.83785779153594	0.14814637345043888	0.001601269440967993	27.610274465930136	5.882219093939588e-05	0.021299922336495095	0.14190431575866044	0.043036501792820155	0.04172799820633063	0.15805558373090045	1.3725801505307775	0.28421969626846777	0.04026351468393086	0.682901755937423	0.04832633417111623	5.131489655681231	0.3486603658941121	4.71919515112747	21.863388914587436	0.9560544979816132	0.17313423525481975	1.5502116069530267	3.3025748731021007	4.328460668085629e-05	0.0031151378243713637	0.475449855816739	1.6312786885590118	0.008142755008877801	nan	nan	nan	nan	nan	0.020293699850837527	3.2733476917476767	nan	nan	nan	208.97591121835208	198.4726412103114	113.57184650171094	
BE	0.004098747845034397	9.358522081332923e-05	0.5326565485398351	0.0007801733227516477	0.011565713175383322	162.23906603987157	0.008263129749619498	0.13039512460586483	0.73533504560556	9.441417754694365e-05	0.6925522338886725	22.060225486031698	0.5872530416832678	0.012033837503097248	3.7494036418377186	0.024443954746202288	95.37868709447032	16.476904388124158	0.00048027740613569965	0.008143531829276488	0.03386580414697448	0.12094856009678782	2.6426004807772476	0.00865262669373455	0.7016538457047156	8.601105153959936e-06	0.0039851347330022375	0.08695973977515219	3.0533055266529776	0.027259086053713067	0.012994153711916335	0.001011657618136641	0.002550875940010084	0.0010585782202464026	26.171115670734352	0.08317387554418294	1.5049748091168749	0.2958634049686668	0.09304466545436808	0.045303899013644185	0.22381829518223265	0.13555759205966061	0.04139241786183575	0.07988580966112221	6.978582281586866e-06	0.0005286026981732132	0.0196328204018647	0.14585333433326586	0.001515392866719979	nan	nan	nan	nan	nan	0.0013564679416331127	0.23521873985087605	nan	nan	nan	381.19978294210017	366.3005745253686	335.51295564933787	
BG	4.350157265635882	0.04785208674888211	2.092540984718648	0.26892878820104277	1.7556904564868105	0.2817483524595407	133.06213621379746	2.1877742242534355	0.4721616105178477	0.056489249748491156	2.7829594877361643	7.037214073158938	0.42785536248259853	0.06762146943769873	4.259223109611686	0.128131963702865	2.572625401790847	0.48703001426763765	0.3070178370667873	22.55579667246889	1.7196658301111507	8.36059489055477	0.10681216042440315	0.002352420741866698	10.718541837217936	0.001335054168244063	0.30212042194421374	0.4454640346971341	0.037485154300058755	0.1388670525137593	3.9761095476169928	0.6052680954622157	6.988547261091795	0.03712536242661998	0.5407908689383373	0.07664506755298961	6.645156439579721	0.24683044437872736	74.78892580201563	30.98274915412361	17.870637564481807	0.29237730992467115	0.5313479975978983	2.409274394947964	0.0009589553278463135	0.10856293816641366	26.800005151350508	20.128813926570977	0.16235323124210524	nan	nan	nan	nan	nan	0.46195995335096995	4.043785807103124	nan	nan	nan	432.11827803874627	411.62228425773554	280.5061844515723	
BY	0.3534663673174215	0.09167958236881085	3.7426759868180643	0.6302857182345234	1.1456359699070904	2.3028629379257857	2.2486668329409754	382.3279141233781	1.354997136395595	0.026633648696046605	9.163243925585482	46.719010527013744	6.902035156115585	1.6952728538721151	3.315507892778248	2.2616415099489786	10.505510925019644	5.816045251346183	0.46104098957324663	1.2019431094533428	2.007154092098641	10.35753248325895	1.2813199495944574	0.015261084322023994	5.749773489860737	0.006365467621957189	1.1497514684599859	27.050651398958138	0.20738945856837432	6.145700205951406	5.548570783687382	0.1376199626029783	0.33938105801395774	0.0060262050432825206	5.186925871787163	0.8757521519284661	119.43807550688035	0.26368992957226783	24.163071182400085	7.047860094167752	83.72685206099426	4.780032536741697	1.1292472827681117	5.27537605516866	0.006425768509808878	0.4284889495016011	9.618959080584817	94.05906131152072	0.732901376037272	nan	nan	nan	nan	nan	0.9475318667179793	0.9067723753641649	nan	nan	nan	937.5232888093283	900.8055998048326	305.656633745391	
CH	0.010017711731938966	0.00010647721651227426	3.3452512089102036	0.0004274896583867354	0.034475468788336745	1.6236623389812619	0.015960953932598877	0.0600889945288459	244.83480454452067	0.00010309758149618376	0.6111791207705791	31.08568618841448	0.12959361493654353	0.004177990178245851	7.822259663840363	0.007948586764143261	42.630416967370486	2.0233856762740343	0.0004357785182415031	0.017583391076773706	0.1166916558764115	0.1522738193149159	0.4975283560488613	0.002931633303093206	26.794595258363653	5.619733224935216e-05	0.0015027614339194375	0.028038460066334616	0.28616585418624263	0.009441892878125106	0.00826011468758259	0.0034385535723352213	0.004831943425969307	0.002883501627817824	1.4732323630793625	0.023577222358827282	0.6295240462541022	0.44774918208154374	0.10110994020877744	0.10708607115083739	0.09497416955278332	0.03819536793868911	0.18211070480146938	0.07034589641884421	5.076271409013627e-05	0.00039423903740941867	0.01962664251114102	0.12804304905462147	0.0009504289556589229	nan	nan	nan	nan	nan	0.0022629319546341804	0.8929956202495174	nan	nan	nan	392.51639332513673	377.6261540142709	116.12385312109986	
CY	0.02592656996780504	0.0018698474839491776	0.01684778432706788	0.006850236567454371	0.012167198239035367	0.003252019765395912	0.06613790742622107	0.014925372330489338	0.0064977309576412885	12.65659318416536	0.014728552775845116	0.05490854019574084	0.002666618251279755	0.0004812962756307773	0.07576750890166233	0.0010060323435364133	0.047452524482079324	0.00524270555835261	0.010598493933783246	0.3461704498615636	0.012433466265097221	0.02811955778272765	0.0012739239889319612	2.878733199956528e-05	0.1551658803075745	1.9144470374632655e-05	0.002695308584479666	0.002959135009612411	0.00040340307464197846	0.0008654521534375174	0.01271494142932046	0.0036360058719286884	0.022438539968099785	0.002102767261827791	0.005478105249857518	0.0005233124191772965	0.03529243966002982	0.003828585414275054	0.1081922959625325	0.08322633140769217	0.23864953448711324	0.0019307634189829196	0.004833774705320524	0.008582439582641275	1.4806322967815816e-05	0.0020486065095134277	6.849032105964105	0.1157063294481242	0.00231541222858233	nan	nan	nan	nan	nan	1.2126318241472602	0.8890370726087284	nan	nan	nan	23.93199138244343	21.278141330111307	14.589219695405477	
CZ	0.18180239779314863	0.001194418256417196	25.851547967165903	0.007409869238903529	1.188040735765833	3.875180999591817	0.5702132956142986	1.3596858708923376	5.008688630538884	0.0019356777965897326	223.63235552354527	134.74741969226656	2.587859027091959	0.07680817490407939	3.8258282546134974	0.14865260856251034	23.777683934261642	4.591842959566214	0.007252704373027032	0.275850255467015	3.9687958723234984	12.541956497513397	0.8828385545453127	0.01054051460806392	10.015588321010005	0.00010879907423625079	0.029819290704142007	0.5655014043970026	0.5984949406456137	0.17663445647036582	0.1869027771652255	0.08262359348436728	0.15413497629563236	0.0032857121547225586	7.024861605048563	0.32856285193031665	26.97376846145148	0.2602028634942965	3.856064808791087	5.749499465987372	1.993786210010698	0.910699849826735	4.086670989558581	10.094251460171463	8.73688357025207e-05	0.005327754629152504	0.27062214776584775	2.9349708520256024	0.011592528642960396	nan	nan	nan	nan	nan	0.021753474797873016	0.6174299376240898	nan	nan	nan	556.7136028501825	534.8871340769675	491.7884370088534	
DE	0.12848182598222316	0.0027621551025402108	53.59632477939861	0.01585274515764772	0.5878515537452381	85.11130116319188	0.3571321184742107	3.859559354211836	59.65610758190314	0.0033952423818264556	43.40198860387849	2579.701823741035	24.988921660977407	0.38507612977247024	28.39908007495004	0.6770606944263252	336.88774431411565	74.78136774109036	0.011839573457200832	0.19625488009372538	1.7551359634318562	5.663463382675974	13.309923018890716	0.0861482699141732	25.70499264469052	0.0010927836217952131	0.0845648567484882	2.1577025381447346	13.95804367818517	0.8054979579557723	0.28066736653627206	0.05204473996346096	0.09277346507787876	0.009483384763706968	211.178454694627	2.3371224600772966	61.98107309065398	2.190301501904539	2.9803462540453847	2.6418153557823136	5.7685267605723665	4.943888020397017	2.2727177129703477	3.642359614409358	0.001048948660280547	0.015015756027971255	0.4518260289036598	5.00811835727854	0.03650995869175273	nan	nan	nan	nan	nan	0.061433553100806615	2.510634238903927	nan	nan	nan	3710.874815606594	3573.0735265927506	3291.475216258245	
DK	0.014623779812624483	0.0005423838196065197	0.6412107646232962	0.003536699417765691	0.06826558913438247	4.702279587236101	0.042258109093246704	0.567875812038918	0.3587320758297159	0.00020745242554847946	1.9007001512100163	68.1193668619048	155.49353808827018	0.1048384483879763	1.6575735884390772	0.20091020827644834	14.349580577112436	14.060769693016269	0.0013058240062952513	0.018084887227117968	0.15626981854874747	0.5469836501030035	2.296863322575509	0.011229117422896695	0.5604573998509216	9.242757944404602e-05	0.011779088774138755	0.4675648009302558	0.22740098997616157	0.19857448619781207	0.027678409991200397	0.007032985579390711	0.012765380276405879	0.0004480569427331898	13.055287580986752	1.2921460592533585	8.645281203368642	0.16275052694803405	0.3601402845312001	0.3375427192857901	0.8169068398057783	3.542965472266465	0.11977928872519683	0.3745519886633413	6.558448895294855e-05	0.0029796103625348122	0.03577693441277254	0.5555843684599023	0.005630496078755122	nan	nan	nan	nan	nan	0.00820469276915881	0.1302282090370592	nan	nan	nan	340.59013573599543	327.11761484771154	297.62194104164877	
